id_cliente,nombre_completo,fecha_nacimiento,limite_credito,deuda_actual,estado_riesgo
416,Cliente_416,1982-06-19,1341139.44,149277.96,AL DIA
417,Cliente_417,1960-03-06,299092.5,274351.68,AL DIA
418,Cliente_418,1981-11-17,2797717.74,519965.47,MOROSO 
419,Cliente_419,1997-01-11,929389.92,461060.57,AL DIA
420,Cliente_420,1998-08-27,1466868.29,217014.07,MOROSO
421,Cliente_421,1974-08-13,379781.59,220461.2,MOROSO
422,Cliente_422,1969-03-23,2304883.48,2165020.68, al dia 
423,Cliente_423,1965-05-04,,1352727.42,MOROSO 
424,Cliente_424,1979-10-22,567625.44,226791.21, al dia 
425,  cliente_425  ,1959-01-14,1785147.86,490184.34, al dia 
426,  cliente_426  ,1973-03-09,751150.75,567028.63,MOROSO
427,Cliente_427,2000-07-23,2755683.04,1981731.93,CASTIGADO
428,Cliente_428,1961-06-29,2720079.98,2238287.39, al dia 
429,Cliente_429,1985-08-16,1230089.39,744834.45, al dia 
430,Cliente_430,1997-05-18,2816284.26,818966.12,AL DIA
431,Cliente_431,1987-01-12,808536.54,723193.91,CASTIGADO
432,Cliente_432,2007-11-07,664733.13,457885.84,CASTIGADO
433,Cliente_433,1984-02-01,,1477199.85,AL DIA
434,Cliente_434,2005-09-23,2438795.13,2234036.05,MOROSO
435,Cliente_435,1960-08-25,1180791.67,995972.46,CASTIGADO
436,Cliente_436,1981-01-19,2714710.45,1262389.46,AL DIA
437,Cliente_437,2006-09-11,271867.58,33681.33,MOROSO
438,Cliente_438,1966-09-17,2500753.0,134531.29,MOROSO
439,Cliente_439,2002-01-03,,1215246.64,CASTIGADO
440,Cliente_440,1972-04-12,1236171.19,871932.01,CASTIGADO
441,Cliente_441,1981-05-26,2656416.93,1730640.35,AL DIA
442,Cliente_442,1999-04-17,805359.13,369228.07, al dia 
443,  cliente_443  ,1957-07-08,479032.38,75536.54, al dia 
444,  cliente_444  ,1985-07-14,803208.63,193841.99,AL DIA
445,Cliente_445,2004-11-12,,608489.61,CASTIGADO
446,Cliente_446,1968-08-21,1004527.59,120199.14,AL DIA
447,Cliente_447,1983-09-28,2694291.14,1165580.87,CASTIGADO
448,Cliente_448,2005-04-06,1845545.37,861303.94,CASTIGADO
449,Cliente_449,1981-10-15,1490994.18,605234.9, al dia 
450,Cliente_450,2006-05-20,438076.74,102331.34,AL DIA
451,Cliente_451,1966-10-25,2471255.11,1133658.99, al dia 
452,Cliente_452,1960-12-24,,496944.99,CASTIGADO
453,Cliente_453,1963-09-09,2937147.54,1037445.54,AL DIA
454,Cliente_454,1960-08-08,461239.79,115951.96, al dia 
455,Cliente_455,1981-10-31,1708792.32,1559199.99,MOROSO 
456,Cliente_456,1987-07-26,299049.22,222684.15, al dia 
457,Cliente_457,1964-06-11,515343.11,393679.07,MOROSO
458,Cliente_458,1956-12-24,2387123.57,477450.2, al dia 
459,Cliente_459,1963-02-28,1937295.91,50965.62,MOROSO 
460,Cliente_460,2002-10-07,1995855.94,829038.0,MOROSO 
461,Cliente_461,1986-02-28,2782884.93,2416583.48, al dia 
462,Cliente_462,1997-12-19,629792.69,69652.56, al dia 
463,Cliente_463,1981-11-26,2811794.72,1593259.62, al dia 
464,Cliente_464,2001-01-22,1806359.32,1220391.79,MOROSO
465,Cliente_465,1968-04-23,1204125.34,956389.14,MOROSO
466,  cliente_466  ,1966-01-16,2007169.85,1667107.44, al dia 
467,  cliente_467  ,1967-08-24,641801.43,27522.34,AL DIA
468,Cliente_468,1972-09-05,,207051.79,MOROSO
469,Cliente_469,1969-02-01,1138414.11,231309.72, al dia 
470,Cliente_470,2006-11-07,,1559794.17, al dia 
471,Cliente_471,1978-10-03,1113116.33,706488.2,MOROSO
472,Cliente_472,2005-01-28,2155778.67,1376278.44,AL DIA
473,Cliente_473,1978-05-20,1064947.31,673833.11,AL DIA
474,Cliente_474,1994-04-30,2858823.3,1075803.41, al dia 
475,Cliente_475,1960-10-15,1621927.39,422256.63,AL DIA
476,  cliente_476  ,1990-01-15,606507.77,290933.58,AL DIA
477,Cliente_477,2007-12-24,2324573.41,1403290.3,MOROSO
478,Cliente_478,1984-02-19,2052235.37,664128.29,CASTIGADO
479,Cliente_479,1987-03-26,811009.87,403771.07, al dia 
480,Cliente_480,1970-01-11,557543.68,268617.13,MOROSO 
481,  cliente_481  ,1984-04-29,2901607.03,649126.92, al dia 
482,  cliente_482  ,1978-03-20,200589.02,39657.79,MOROSO 
483,Cliente_483,1984-06-24,2199557.49,1491247.18,MOROSO 
484,Cliente_484,1958-12-19,425608.27,309208.53,CASTIGADO
485,Cliente_485,1988-01-04,766534.13,649583.79,MOROSO
486,Cliente_486,1998-01-04,1364828.05,585697.93,MOROSO
487,Cliente_487,1959-04-30,361708.89,165878.82,CASTIGADO
488,Cliente_488,1963-02-14,2020897.26,1823305.48, al dia 
489,Cliente_489,1967-11-25,2472211.39,61555.07,AL DIA
490,Cliente_490,1999-03-22,2801943.63,64348.07,MOROSO
491,Cliente_491,1997-04-06,1739536.07,565441.61,AL DIA
492,Cliente_492,1964-12-25,2207506.5,420646.74,AL DIA
493,Cliente_493,1999-07-22,471894.6,183293.23,MOROSO
494,Cliente_494,2006-06-26,384581.62,13935.92,MOROSO 
495,Cliente_495,1996-11-04,2042512.41,571882.63,MOROSO 
496,Cliente_496,1990-02-16,2066923.93,1941061.6,AL DIA
497,Cliente_497,1958-10-28,2588540.99,2178226.01,MOROSO 
498,Cliente_498,1967-06-28,1246475.46,695148.6,AL DIA
499,Cliente_499,1959-05-01,2977949.22,2337921.39,MOROSO
500,Cliente_500,1995-01-05,,180287.05,CASTIGADO
501,Cliente_501,2001-08-29,888934.84,829363.04,AL DIA
502,Cliente_502,1998-08-01,1950132.89,1186615.34,CASTIGADO
503,Cliente_503,1972-11-05,2167096.19,1790460.67,MOROSO
504,Cliente_504,1981-05-03,1411465.99,1108110.88, al dia 
505,Cliente_505,1967-12-15,561822.89,514881.67,MOROSO 
506,  cliente_506  ,1969-04-14,393855.51,123620.64,AL DIA
507,Cliente_507,1994-11-03,1873429.54,704009.45,AL DIA
508,  cliente_508  ,1965-05-11,214484.92,88464.28,MOROSO 
509,Cliente_509,1957-05-30,,1492498.56,MOROSO 
510,Cliente_510,2002-05-27,1647167.57,308036.92,AL DIA
511,Cliente_511,1964-10-29,1366876.72,525373.54,CASTIGADO
512,Cliente_512,2007-04-29,1694270.55,740860.78,CASTIGADO
513,Cliente_513,1992-07-25,2052396.71,1844672.96, al dia 
514,Cliente_514,1987-03-07,1403798.58,504700.07,MOROSO
515,  cliente_515  ,1965-07-01,341580.27,107895.19,MOROSO 
516,Cliente_516,1986-05-27,1895074.3,1562644.08, al dia 
517,Cliente_517,1997-03-23,2850142.28,824853.04,AL DIA
518,Cliente_518,1974-05-30,2271398.77,1822909.91,CASTIGADO
519,Cliente_519,1995-01-29,1056851.85,280044.88, al dia 
520,  cliente_520  ,1990-10-02,1375187.58,944316.05,MOROSO
521,Cliente_521,1964-05-24,2785907.47,2408056.0,MOROSO
522,Cliente_522,1978-01-16,1053831.14,142317.47,CASTIGADO
523,  cliente_523  ,1966-11-24,607642.08,210001.42, al dia 
524,  cliente_524  ,1973-09-02,,70125.97, al dia 
525,Cliente_525,1967-04-15,1988527.85,1880310.11,MOROSO 
526,Cliente_526,1980-05-03,2486750.5,1887957.55,CASTIGADO
527,Cliente_527,2001-10-20,1183354.92,824613.4,AL DIA
528,Cliente_528,1980-04-07,2835455.57,1243744.03, al dia 
529,  cliente_529  ,1961-06-30,564974.0,500800.66, al dia 
530,Cliente_530,1973-11-04,1520286.04,642340.04,CASTIGADO
531,Cliente_531,2001-12-18,2222105.17,617338.14,AL DIA
532,Cliente_532,1981-11-10,1351839.3,134692.28, al dia 
533,Cliente_533,1992-10-12,1307462.32,658480.38, al dia 
534,Cliente_534,1977-01-31,999296.98,259365.69,CASTIGADO
535,Cliente_535,1960-06-14,,881883.88, al dia 
536,Cliente_536,1988-02-26,,2029791.24,AL DIA
537,Cliente_537,1999-04-07,944268.19,82340.15,MOROSO
538,Cliente_538,1980-03-05,2870903.54,1097781.74,CASTIGADO
539,Cliente_539,1981-12-12,2283840.84,828667.14,AL DIA
540,Cliente_540,1966-07-08,2965935.99,590530.17,MOROSO 
541,  cliente_541  ,1999-08-16,355545.33,336087.8,MOROSO
542,Cliente_542,1968-07-16,2163677.89,297973.18, al dia 
543,Cliente_543,1978-08-21,735532.35,521199.3,CASTIGADO
544,Cliente_544,2007-10-04,2444020.41,332904.39,CASTIGADO
545,Cliente_545,1977-12-04,2589859.78,351409.39,MOROSO 
546,Cliente_546,1993-05-02,,783928.7,MOROSO 
547,Cliente_547,1997-01-08,2093944.38,523788.53,AL DIA
548,Cliente_548,1960-08-13,2263167.52,929311.07,AL DIA
549,Cliente_549,1965-02-24,1135721.71,736876.58,CASTIGADO
550,Cliente_550,1989-10-30,,121804.14,CASTIGADO
551,Cliente_551,1994-03-02,2160768.9,733825.33,MOROSO
552,Cliente_552,1986-03-19,2716152.38,2173990.49,MOROSO
553,Cliente_553,1982-01-08,2486390.69,804064.52, al dia 
554,Cliente_554,1960-10-02,744255.35,678629.8,CASTIGADO
555,Cliente_555,1958-10-01,211234.74,140201.81,CASTIGADO
556,Cliente_556,1970-12-04,2846217.52,2527575.51,MOROSO 
557,Cliente_557,2003-01-14,830360.99,337107.21, al dia 
558,Cliente_558,1966-02-18,1317306.49,1183133.33,MOROSO 
559,Cliente_559,1982-03-09,2302722.02,2155528.08, al dia 
560,Cliente_560,1958-02-13,,658773.03,MOROSO
561,Cliente_561,1972-07-11,2700312.47,332307.36, al dia 
562,Cliente_562,2006-07-07,,874070.34,CASTIGADO
563,Cliente_563,1982-05-25,497980.61,401638.96,MOROSO 
564,Cliente_564,1991-03-20,777626.92,648888.22, al dia 
565,Cliente_565,1993-05-18,,826015.32, al dia 
566,Cliente_566,1973-12-24,1579825.17,563096.05,MOROSO
567,Cliente_567,1996-08-13,2763625.11,123855.22,MOROSO
568,Cliente_568,1969-10-28,1734807.18,329920.5,MOROSO
569,Cliente_569,1977-04-13,1422445.37,77376.3,AL DIA
570,Cliente_570,1992-07-18,,16487.73, al dia 
571,Cliente_571,1996-06-28,1964394.76,150642.72,CASTIGADO
572,Cliente_572,1976-09-11,2457932.19,415536.93,MOROSO
573,  cliente_573  ,1979-08-30,214015.09,28382.86, al dia 
574,Cliente_574,1974-04-12,2410376.81,95261.46, al dia 
575,Cliente_575,1966-02-02,1937109.38,572219.06,AL DIA
576,Cliente_576,1977-02-07,2380447.19,1580720.52, al dia 
577,Cliente_577,1983-11-14,377640.26,203152.18, al dia 
578,Cliente_578,2001-09-10,2240850.71,811327.48,MOROSO
579,Cliente_579,1989-12-20,808866.89,272215.58,AL DIA
580,Cliente_580,1957-03-06,1690829.12,1549634.58,MOROSO 
581,Cliente_581,2006-04-09,2962369.81,1277413.68,MOROSO
582,Cliente_582,1965-05-16,2065386.68,1505866.11, al dia 
583,Cliente_583,1968-11-26,1755808.89,513000.84,MOROSO
584,  cliente_584  ,1966-09-25,1948490.33,1314798.91,CASTIGADO
585,Cliente_585,1960-07-02,843962.34,117919.16,AL DIA
586,Cliente_586,1969-07-31,2459278.05,191088.12,MOROSO 
587,Cliente_587,1984-12-07,1170152.24,592589.31,MOROSO 
588,Cliente_588,2007-11-02,2162334.29,1786362.54, al dia 
589,Cliente_589,1978-04-02,437806.58,408840.74,MOROSO 
590,Cliente_590,1981-11-23,949419.87,385590.26,CASTIGADO
591,Cliente_591,1986-05-01,352049.58,135800.75,MOROSO
592,Cliente_592,1984-10-04,,76752.13,MOROSO
593,  cliente_593  ,1972-07-14,2033452.32,1681876.46, al dia 
594,Cliente_594,1982-09-30,313955.91,292212.54,MOROSO 
595,Cliente_595,1998-05-04,1680722.88,955713.17, al dia 
596,  cliente_596  ,1996-04-04,1647406.9,644448.59,CASTIGADO
597,Cliente_597,1962-12-09,960329.47,61618.91, al dia 
598,Cliente_598,1989-02-01,2346445.48,2103377.27,MOROSO
599,Cliente_599,1977-04-12,2224997.13,1286876.77,MOROSO 
600,Cliente_600,1957-02-27,2024356.78,821220.26, al dia 
601,Cliente_601,1989-08-01,,1361922.7,MOROSO
602,  cliente_602  ,1969-07-04,268190.0,76881.34,MOROSO 
603,Cliente_603,2006-03-21,2550617.17,1510585.51,MOROSO
604,  cliente_604  ,2007-10-31,509902.27,409417.17,CASTIGADO
605,Cliente_605,1970-05-13,1041078.38,254674.72,MOROSO 
606,Cliente_606,1988-07-27,2845411.05,620747.12,MOROSO 
607,Cliente_607,1964-09-04,1683588.93,248771.86, al dia 
608,Cliente_608,1976-11-05,1046198.1,101044.38,AL DIA
609,Cliente_609,2008-06-22,2395193.47,1251813.97,MOROSO 
610,Cliente_610,1976-02-15,2781822.61,1191990.2, al dia 
611,Cliente_611,1998-06-28,1559361.82,611241.97, al dia 
612,Cliente_612,1978-08-16,2584328.84,1741663.4,CASTIGADO
613,Cliente_613,1985-11-11,233019.21,96727.8,MOROSO
614,Cliente_614,1970-01-09,686744.72,483421.54,AL DIA
615,Cliente_615,2000-07-27,810065.77,743188.5, al dia 
616,Cliente_616,1989-06-13,1376540.34,610981.65,AL DIA
617,Cliente_617,1965-05-16,2838491.94,2190419.77, al dia 
618,Cliente_618,1975-08-11,1232885.45,270367.75,MOROSO 
619,Cliente_619,1976-12-16,,852588.5,AL DIA
620,  cliente_620  ,2001-05-29,232131.04,21703.27,CASTIGADO
621,Cliente_621,1976-11-04,1687834.77,640205.05,AL DIA
622,Cliente_622,1973-10-20,466536.93,179880.72, al dia 
623,Cliente_623,1976-05-25,1665745.56,66314.02,AL DIA
624,Cliente_624,2001-09-19,2416105.16,93462.4,MOROSO 
625,Cliente_625,1973-01-29,633364.1,2224.05,MOROSO 
626,Cliente_626,1995-09-23,756383.71,702509.65,AL DIA
627,Cliente_627,2003-01-14,,356521.23,MOROSO
628,Cliente_628,1981-07-03,1910163.51,687651.05,AL DIA
629,Cliente_629,1992-10-03,991230.59,584571.14,MOROSO 
630,Cliente_630,1975-02-11,423359.95,82339.2, al dia 
631,Cliente_631,1969-03-03,761065.73,466792.01,MOROSO 
632,Cliente_632,2005-12-28,,325571.36, al dia 
633,Cliente_633,1966-10-29,,568672.85, al dia 
634,Cliente_634,2007-12-01,2604625.18,1318986.6,MOROSO 
635,Cliente_635,1958-12-18,2562179.07,1885136.46,MOROSO
636,Cliente_636,1980-10-13,2925145.9,2326543.51, al dia 
637,  cliente_637  ,2006-02-15,1776712.49,11581.02, al dia 
638,Cliente_638,1986-04-11,1969682.67,624820.13,AL DIA
639,Cliente_639,1974-10-06,1924877.31,1442255.57,MOROSO
640,Cliente_640,1995-11-23,641724.06,402962.66,MOROSO 
641,Cliente_641,1982-08-19,2325697.73,605442.59,MOROSO 
642,Cliente_642,1984-05-13,1622125.84,1151149.84,AL DIA
643,Cliente_643,1987-02-02,2243193.65,1538752.49,AL DIA
644,Cliente_644,1984-11-04,748784.68,462759.46,MOROSO 
645,Cliente_645,1966-10-22,,1960193.95,MOROSO 
646,Cliente_646,2008-05-03,2878293.65,2520492.14,MOROSO
647,Cliente_647,1997-09-17,709831.99,405989.37, al dia 
648,Cliente_648,1960-04-09,1877194.73,1369707.5, al dia 
649,Cliente_649,2004-06-18,2893839.25,2497031.36,CASTIGADO
650,Cliente_650,1965-11-19,1226585.29,975614.8,CASTIGADO
651,Cliente_651,1974-05-07,408071.08,107211.07,AL DIA
652,Cliente_652,2008-02-01,850840.25,330586.38,AL DIA
653,Cliente_653,1977-05-14,1282988.81,962025.24,MOROSO
654,Cliente_654,1997-08-29,1651756.28,1098503.77,CASTIGADO
655,Cliente_655,1989-10-27,509290.77,408657.31,AL DIA
656,Cliente_656,1983-03-03,1790802.97,1243348.36, al dia 
657,Cliente_657,1969-10-28,836437.26,150200.91, al dia 
658,Cliente_658,1978-10-21,1095532.23,819787.97, al dia 
659,Cliente_659,1967-11-09,850430.52,612470.2,AL DIA
660,Cliente_660,1988-09-09,2199208.38,1893077.66,MOROSO 
661,  cliente_661  ,1967-05-24,2547158.44,606303.91,CASTIGADO
662,Cliente_662,1995-09-28,1595143.78,76201.22,CASTIGADO
663,Cliente_663,1982-02-01,2686694.64,2427450.03,AL DIA
664,Cliente_664,1984-09-16,555971.86,469837.64,MOROSO
665,Cliente_665,2001-10-21,667912.58,215472.94,MOROSO
666,Cliente_666,1965-02-23,1442019.36,498301.54,MOROSO
667,  cliente_667  ,1996-10-07,1403984.75,461695.31,MOROSO
668,Cliente_668,1998-08-03,2587730.98,1720897.2,AL DIA
669,Cliente_669,2002-11-04,2465790.7,72345.99,CASTIGADO
670,Cliente_670,1983-05-23,,403928.81,CASTIGADO
671,Cliente_671,1978-11-20,2562564.64,1082183.98,CASTIGADO
672,  cliente_672  ,1981-01-13,697781.32,175318.73,MOROSO 
673,Cliente_673,1965-09-26,2845438.18,1835316.41, al dia 
674,Cliente_674,1959-11-03,382753.77,55282.52,AL DIA
675,Cliente_675,1987-03-01,2768306.4,417285.46,AL DIA
676,Cliente_676,1988-01-13,617303.84,137954.01,MOROSO
677,Cliente_677,1971-02-02,1698788.61,217742.12,CASTIGADO
678,Cliente_678,1982-04-22,2835864.19,494984.24, al dia 
679,Cliente_679,1966-10-22,1161513.88,983929.47,CASTIGADO
680,Cliente_680,1963-01-03,2355614.1,1986315.84,CASTIGADO
681,Cliente_681,2000-02-01,910635.14,302939.94,MOROSO
682,Cliente_682,1991-01-21,2441284.29,1690762.48,MOROSO
683,Cliente_683,1957-12-11,1609154.28,1513016.34, al dia 
684,Cliente_684,1999-03-25,1883868.16,240232.31,MOROSO
685,Cliente_685,1963-04-20,2332109.12,2166931.31,AL DIA
686,Cliente_686,1967-10-17,2893597.62,2603077.43,MOROSO 
687,Cliente_687,1968-05-07,1345562.99,51557.38,MOROSO 
688,Cliente_688,1958-09-15,2485081.49,1091304.6,CASTIGADO
689,Cliente_689,1989-01-19,2067475.61,1617930.28, al dia 
690,Cliente_690,2004-08-16,2561395.77,278770.69, al dia 
691,Cliente_691,1961-08-26,2000737.15,1895881.42,MOROSO
692,Cliente_692,1985-06-07,1017407.93,818361.7,CASTIGADO
693,Cliente_693,1973-04-22,1524807.97,661868.31,MOROSO
694,Cliente_694,1996-02-27,912900.33,414132.61,MOROSO
695,Cliente_695,1995-10-09,2418032.8,627703.19,AL DIA
696,Cliente_696,1979-02-03,1296484.7,1190583.02,CASTIGADO
697,Cliente_697,1958-01-18,2928004.98,2395892.22,MOROSO 
698,Cliente_698,1958-12-28,396281.83,146353.84,AL DIA
699,Cliente_699,2004-08-22,2707274.13,674529.5,CASTIGADO
700,Cliente_700,1985-08-01,2405339.5,2119559.1,CASTIGADO
701,Cliente_701,1964-01-18,2260892.02,497848.76,MOROSO
702,Cliente_702,1989-06-23,293811.33,274890.45,MOROSO
703,  cliente_703  ,1961-07-07,1562653.34,677747.15,AL DIA
704,Cliente_704,1980-01-16,1720429.77,962872.49,MOROSO
705,Cliente_705,1981-01-17,1107574.28,953113.47, al dia 
706,  cliente_706  ,2002-04-01,,1655010.5,CASTIGADO
707,Cliente_707,2000-02-21,2336565.39,1753644.05,MOROSO
708,Cliente_708,1986-02-05,2880558.07,999823.76,CASTIGADO
709,  cliente_709  ,1956-11-16,1154860.4,4712.49,MOROSO 
710,Cliente_710,1997-11-03,1523984.36,372937.82,AL DIA
711,Cliente_711,1992-10-17,242458.79,202658.08,MOROSO 
712,Cliente_712,1995-09-30,2488898.26,1819649.9, al dia 
713,  cliente_713  ,1956-11-15,2209918.28,364208.29, al dia 
714,  cliente_714  ,1983-10-26,,2707998.01,CASTIGADO
715,Cliente_715,1966-05-10,1894898.19,284231.54, al dia 
716,Cliente_716,1963-07-07,387514.61,110706.3,CASTIGADO
717,Cliente_717,1987-02-21,2241477.17,93335.47,MOROSO
718,Cliente_718,1960-06-07,1952187.64,779708.14,AL DIA
719,Cliente_719,1973-12-20,1421478.71,990674.49,CASTIGADO
720,Cliente_720,1986-07-06,2319161.44,250075.84,MOROSO 
721,  cliente_721  ,1996-12-19,1565776.32,1475906.69,MOROSO 
722,Cliente_722,1969-07-25,1897684.05,811845.05,AL DIA
723,Cliente_723,2000-04-12,2528751.12,362833.72,MOROSO
724,Cliente_724,1994-08-15,1706877.57,1398477.8,MOROSO
725,Cliente_725,1981-08-06,1461585.21,80246.29,MOROSO
726,Cliente_726,1963-05-22,398399.15,238432.46,MOROSO 
727,Cliente_727,1971-06-15,607788.59,160396.87,MOROSO 
728,Cliente_728,1978-01-16,2996860.81,275797.7,CASTIGADO
729,Cliente_729,1966-03-09,850091.7,795993.39,MOROSO
730,Cliente_730,1978-10-22,2058886.97,1930003.34,AL DIA
731,Cliente_731,1967-02-01,1532139.21,975150.32,CASTIGADO
732,Cliente_732,1999-05-12,1710293.72,1387614.26,AL DIA
733,Cliente_733,1996-03-26,1275410.26,1005407.29,MOROSO
734,Cliente_734,1958-07-09,,1503611.5,MOROSO
735,Cliente_735,1974-04-24,769641.02,657696.28,MOROSO
736,Cliente_736,1992-06-10,1475368.15,1141273.4, al dia 
737,Cliente_737,2003-04-24,2599181.97,199641.98,MOROSO 
738,  cliente_738  ,1990-05-12,1860130.63,1326523.82,MOROSO
739,Cliente_739,1965-02-19,2538897.05,682548.32, al dia 
740,Cliente_740,2005-10-03,2832136.45,1757827.14, al dia 
741,Cliente_741,1983-11-12,1681758.78,855579.94,MOROSO 
742,Cliente_742,1984-09-09,782205.38,97523.6,AL DIA
743,Cliente_743,1972-09-24,2412562.62,241143.31,CASTIGADO
744,  cliente_744  ,1989-04-03,1971130.39,427238.03, al dia 
745,Cliente_745,1977-02-23,984706.51,202037.08, al dia 
746,Cliente_746,2001-07-25,457161.27,147210.02,AL DIA
747,Cliente_747,1992-10-10,650068.4,316012.29,MOROSO
748,  cliente_748  ,1969-11-21,270575.46,175612.44,CASTIGADO
749,Cliente_749,1965-06-28,833860.09,416467.36,MOROSO 
750,Cliente_750,2004-06-24,2370938.31,48228.23, al dia 
751,Cliente_751,1982-12-30,1351607.4,1098599.89,MOROSO 
752,Cliente_752,1963-06-20,2901937.2,1885586.84,MOROSO
753,Cliente_753,1983-09-18,2272867.73,267898.01,MOROSO 
754,Cliente_754,1969-02-08,2861334.97,1615214.1,MOROSO 
755,  cliente_755  ,1965-07-07,486590.3,113763.65,AL DIA
756,Cliente_756,1969-01-31,484081.31,128338.84,MOROSO
757,Cliente_757,1990-12-27,1930915.09,1729155.18,AL DIA
758,Cliente_758,1960-01-24,1586787.74,118338.39,CASTIGADO
759,Cliente_759,1981-03-13,1751608.26,262033.85,CASTIGADO
760,Cliente_760,1970-03-08,1969035.68,219290.74, al dia 
761,Cliente_761,2000-11-28,1937448.29,105145.07,MOROSO
762,  cliente_762  ,1996-01-25,1610561.74,1462203.93,MOROSO
763,Cliente_763,2001-09-30,1141172.54,296587.41, al dia 
764,Cliente_764,2004-10-23,2764400.31,2492447.39,CASTIGADO
765,Cliente_765,1968-09-12,736347.97,79030.75,MOROSO
766,Cliente_766,1989-10-28,926835.77,629798.3, al dia 
767,Cliente_767,2003-06-26,1929526.7,394979.55,MOROSO 
768,Cliente_768,1999-08-12,205616.68,26505.24,MOROSO
769,Cliente_769,1969-09-08,2377996.51,785737.23,MOROSO 
770,Cliente_770,1975-01-08,1308022.87,149595.42,AL DIA
771,Cliente_771,1978-08-25,1473082.71,502982.12,CASTIGADO
772,Cliente_772,1985-10-23,2398574.96,839664.43, al dia 
773,Cliente_773,1968-09-06,1015471.23,70393.49,AL DIA
774,  cliente_774  ,1984-09-04,1780994.82,1590878.1,CASTIGADO
775,Cliente_775,1982-10-17,494590.88,382832.54,MOROSO 
776,Cliente_776,1996-05-22,2028812.35,1585557.77,CASTIGADO
777,Cliente_777,1999-07-11,522453.08,360104.51,MOROSO
778,Cliente_778,1965-05-11,2371070.48,1206799.35,CASTIGADO
779,Cliente_779,1997-05-19,2562119.68,276012.54,MOROSO
780,Cliente_780,2000-12-30,1064191.09,456126.4,CASTIGADO
781,Cliente_781,1990-09-01,1284632.82,693716.5,MOROSO
782,Cliente_782,2005-01-24,730575.33,375321.48, al dia 
783,Cliente_783,1989-09-29,2768976.0,746519.88,CASTIGADO
784,Cliente_784,1962-06-10,1229546.17,768537.43,CASTIGADO
785,Cliente_785,1960-03-10,809683.69,444885.49,MOROSO
786,  cliente_786  ,1977-06-01,2434973.78,794371.34,MOROSO
787,  cliente_787  ,1976-07-09,934056.61,478430.92,CASTIGADO
788,  cliente_788  ,1974-09-20,804797.18,119643.64, al dia 
789,  cliente_789  ,1969-09-02,1710096.62,892121.85,MOROSO
790,Cliente_790,1961-10-30,978995.79,483598.21, al dia 
791,Cliente_791,1968-10-29,1270931.54,797595.13,MOROSO 
792,Cliente_792,1999-11-12,1287683.08,29590.03,CASTIGADO
793,  cliente_793  ,1997-05-27,2419659.94,2154128.92, al dia 
794,Cliente_794,2004-08-20,1710601.29,388090.39, al dia 
795,Cliente_795,1980-12-27,666162.34,452285.8,MOROSO
796,Cliente_796,1961-10-16,2874975.34,2547702.66,MOROSO
797,Cliente_797,1996-11-03,436246.67,35691.22, al dia 
798,Cliente_798,1990-10-11,319886.09,140903.8,AL DIA
799,  cliente_799  ,2006-09-09,866322.63,398690.56,MOROSO 
800,Cliente_800,1985-07-12,567448.71,323087.14,CASTIGADO
801,Cliente_801,1994-05-01,2206531.61,833406.82, al dia 
802,Cliente_802,1983-05-11,1690683.3,1246007.88,MOROSO 
803,Cliente_803,1959-05-21,2404314.17,767630.62, al dia 
804,Cliente_804,1993-02-25,1906156.63,349450.11,AL DIA
805,Cliente_805,1998-10-30,1798067.34,862643.11,AL DIA
806,Cliente_806,2007-04-30,2027361.6,1500570.51, al dia 
807,Cliente_807,1993-03-25,1753461.17,722906.29,CASTIGADO
808,Cliente_808,2005-07-13,2972794.42,80794.84,MOROSO
809,Cliente_809,1988-02-05,619831.05,124996.13,AL DIA
810,Cliente_810,1979-01-09,1479920.17,1103677.78,MOROSO 
811,Cliente_811,1965-11-12,453293.62,90399.02,CASTIGADO
812,Cliente_812,2001-08-16,,299353.85, al dia 
813,Cliente_813,1978-10-23,2183589.49,1314683.4,MOROSO
814,Cliente_814,1992-02-26,1265668.04,966971.55,MOROSO 
815,Cliente_815,1964-10-26,330180.51,117751.58,MOROSO
816,Cliente_816,2000-10-15,863384.73,204015.1,AL DIA
817,Cliente_817,1959-01-26,1543525.07,71921.35, al dia 
818,  cliente_818  ,1964-10-15,2588733.09,782971.57,AL DIA
819,  cliente_819  ,1987-07-17,2600691.52,1149087.13, al dia 
820,Cliente_820,2006-06-23,1882974.62,1533259.14,MOROSO 
821,Cliente_821,1990-05-09,597201.63,267122.3,MOROSO
822,Cliente_822,1982-05-09,708540.67,1106.35,MOROSO 
823,Cliente_823,2007-08-24,1468040.74,1199518.13,CASTIGADO
824,Cliente_824,1987-08-05,1757750.81,1065049.61,MOROSO
825,Cliente_825,1998-05-29,918693.67,169208.57,MOROSO
826,Cliente_826,1978-06-30,651669.17,503698.83,MOROSO
827,Cliente_827,1963-05-18,612976.01,246715.94,AL DIA
828,Cliente_828,1959-12-17,822174.18,20285.95,AL DIA
829,Cliente_829,1987-08-21,901146.91,524062.03,AL DIA
830,Cliente_830,1987-08-11,636119.22,398958.21,MOROSO 
831,Cliente_831,1964-07-30,1588924.74,374173.35,MOROSO 
832,Cliente_832,1994-01-09,2686663.44,214835.0,CASTIGADO
833,  cliente_833  ,1983-09-10,2988259.48,1216309.8,MOROSO 
834,Cliente_834,1958-06-22,1662560.98,41621.35,MOROSO 
835,Cliente_835,1975-06-27,2864541.94,1952549.87,MOROSO
